split,sample_id,true_class,model,family,representation,fall_score,predicted_class,above_operating_threshold,operating_threshold_far012,rank_among_nonfalls_desc
val,412,walk,ST1_macroF1,ST1_beta3p0,lenet,0.357871,walk,True,0.190872,16
val,412,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.377549,fall,True,0.289528,35
val,412,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.599197,fall,True,0.393386,20
val,415,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.16198,lie down,True,0.143261,43
val,415,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.366557,fall,True,0.293561,13
val,415,walk,BLF_safety,BiLSTM_finetune,bilstm,0.3312,fall,True,0.227623,9
val,415,walk,G1_lowFA_s42,G1_hardneg,lenet,0.158498,stand up,True,0.144991,43
val,415,walk,G1_safety_s44,G1_hardneg,lenet,0.384673,fall,True,0.314376,33
val,415,walk,GR1_lowFA,GR1_gairat,lenet,0.250316,fall,True,0.187872,34
val,415,walk,GR1_macroF1,GR1_gairat,lenet,0.220878,fall,True,0.201419,47
val,415,walk,SA1_lowFA,SA1_sat,lenet,0.162705,sit down,True,0.104403,36
val,415,walk,SA1_safety,SA1_sat,lenet,0.313771,fall,True,0.310699,52
val,415,walk,ST1_macroF1,ST1_beta3p0,lenet,0.207407,run,True,0.190872,49
val,415,walk,ST1_safety,ST1_beta3p0,lenet,0.560694,fall,True,0.422517,12
val,415,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.266993,fall,True,0.153511,22
val,415,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.332197,fall,True,0.289528,47
val,426,walk,AFAC_maxscore,AFAC_optionB,lenet,0.236299,fall,True,0.200578,41
val,426,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.180321,fall,True,0.143261,39
val,426,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.305186,fall,True,0.293561,43
val,426,walk,D14B_seed43,D14_pauc_rank,lenet,0.211092,fall,True,0.200217,43
val,426,walk,D14B_seed44,D14_pauc_rank,lenet,0.209491,fall,True,0.191555,42
val,426,walk,GR1_lowFA,GR1_gairat,lenet,0.269513,fall,True,0.187872,29
val,426,walk,GR1_macroF1,GR1_gairat,lenet,0.214432,fall,True,0.201419,48
val,426,walk,ST1_macroF1,ST1_beta3p0,lenet,0.213839,pickup,True,0.190872,48
val,426,walk,ST1_safety,ST1_beta3p0,lenet,0.497166,fall,True,0.422517,31
val,426,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.153529,stand up,True,0.153511,48
val,428,walk,BLF_safety,BiLSTM_finetune,bilstm,0.305568,fall,True,0.227623,13
val,428,walk,GR1_lowFA,GR1_gairat,lenet,0.433082,fall,True,0.187872,8
val,428,walk,GR1_macroF1,GR1_gairat,lenet,0.430216,fall,True,0.201419,15
val,428,walk,ST1_macroF1,ST1_beta3p0,lenet,0.421283,fall,True,0.190872,10
val,428,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.588507,fall,True,0.289528,10
val,428,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.729193,fall,True,0.393386,11
val,430,walk,G1_safety_s44,G1_hardneg,lenet,0.320243,fall,True,0.314376,48
val,440,walk,AFAC_maxscore,AFAC_optionB,lenet,0.700119,fall,True,0.200578,1
val,440,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.455291,fall,True,0.293561,4
val,440,walk,BLF_safety,BiLSTM_finetune,bilstm,0.475152,fall,True,0.227623,2
val,440,walk,D14B_seed43,D14_pauc_rank,lenet,0.694308,fall,True,0.200217,1
val,440,walk,D14B_seed44,D14_pauc_rank,lenet,0.679013,fall,True,0.191555,1
val,440,walk,G1_lowFA_s42,G1_hardneg,lenet,0.399315,lie down,True,0.144991,2
val,440,walk,G1_maxrec_s42,G1_hardneg,lenet,0.833707,fall,True,0.306177,1
val,440,walk,G1_safety_s44,G1_hardneg,lenet,0.945993,fall,True,0.314376,1
val,440,walk,GR1_lowFA,GR1_gairat,lenet,0.880015,fall,True,0.187872,1
val,440,walk,GR1_macroF1,GR1_gairat,lenet,0.917494,fall,True,0.201419,1
val,440,walk,GR1_safety,GR1_gairat,lenet,0.938469,fall,True,0.36618,1
val,440,walk,SA1_lowFA,SA1_sat,lenet,0.5671,fall,True,0.104403,1
val,440,walk,SA1_macroF1,SA1_sat,lenet,0.871752,fall,True,0.259205,1
val,440,walk,SA1_safety,SA1_sat,lenet,0.717782,fall,True,0.310699,1
val,440,walk,ST1_lowFA,ST1_beta3p0,lenet,0.887548,fall,True,0.157616,1
val,440,walk,ST1_macroF1,ST1_beta3p0,lenet,0.875412,fall,True,0.190872,1
val,440,walk,ST1_safety,ST1_beta3p0,lenet,0.947802,fall,True,0.422517,1
val,440,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.851029,fall,True,0.153511,1
val,440,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.955136,fall,True,0.289528,1
val,440,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.983854,fall,True,0.393386,1
val,440,walk,VD_seed42,variantD,lenet,0.99924,fall,True,0.99924,1
val,440,walk,VD_seed43,variantD,lenet,0.994964,fall,True,0.994964,1
val,441,walk,AFAC_maxscore,AFAC_optionB,lenet,0.451872,fall,True,0.200578,3
val,441,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.335026,fall,True,0.143261,5
val,441,walk,BLF_safety,BiLSTM_finetune,bilstm,0.295342,stand up,True,0.227623,19
val,441,walk,D14B_seed43,D14_pauc_rank,lenet,0.366444,fall,True,0.200217,4
val,441,walk,D14B_seed44,D14_pauc_rank,lenet,0.364151,fall,True,0.191555,4
val,441,walk,G1_lowFA_s42,G1_hardneg,lenet,0.356911,fall,True,0.144991,12
val,441,walk,G1_maxrec_s42,G1_hardneg,lenet,0.454814,fall,True,0.306177,7
val,441,walk,G1_safety_s44,G1_hardneg,lenet,0.490019,fall,True,0.314376,7
val,441,walk,GR1_lowFA,GR1_gairat,lenet,0.60701,fall,True,0.187872,4
val,441,walk,GR1_macroF1,GR1_gairat,lenet,0.587264,fall,True,0.201419,5
val,441,walk,GR1_safety,GR1_gairat,lenet,0.573131,fall,True,0.36618,10
val,441,walk,SA1_lowFA,SA1_sat,lenet,0.215209,fall,True,0.104403,23
val,441,walk,SA1_macroF1,SA1_sat,lenet,0.621888,fall,True,0.259205,3
val,441,walk,SA1_safety,SA1_sat,lenet,0.416748,fall,True,0.310699,17
val,441,walk,ST1_lowFA,ST1_beta3p0,lenet,0.506686,fall,True,0.157616,3
val,441,walk,ST1_macroF1,ST1_beta3p0,lenet,0.696079,fall,True,0.190872,2
val,441,walk,ST1_safety,ST1_beta3p0,lenet,0.72829,fall,True,0.422517,4
val,441,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.571989,fall,True,0.153511,2
val,441,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.869001,fall,True,0.289528,2
val,441,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.861023,fall,True,0.393386,5
val,443,walk,AFAC_maxscore,AFAC_optionB,lenet,0.434707,fall,True,0.200578,4
val,443,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.204728,fall,True,0.143261,32
val,443,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.300204,fall,True,0.293561,47
val,443,walk,BLF_safety,BiLSTM_finetune,bilstm,0.312266,fall,True,0.227623,10
val,443,walk,D14B_seed43,D14_pauc_rank,lenet,0.344355,fall,True,0.200217,6
val,443,walk,D14B_seed44,D14_pauc_rank,lenet,0.338279,fall,True,0.191555,6
val,443,walk,G1_lowFA_s42,G1_hardneg,lenet,0.376492,fall,True,0.144991,6
val,443,walk,G1_maxrec_s42,G1_hardneg,lenet,0.40322,fall,True,0.306177,9
val,443,walk,G1_safety_s44,G1_hardneg,lenet,0.483243,fall,True,0.314376,8
val,443,walk,GR1_lowFA,GR1_gairat,lenet,0.670699,fall,True,0.187872,3
val,443,walk,GR1_macroF1,GR1_gairat,lenet,0.680463,fall,True,0.201419,4
val,443,walk,GR1_safety,GR1_gairat,lenet,0.59516,fall,True,0.36618,8
val,443,walk,SA1_lowFA,SA1_sat,lenet,0.261052,fall,True,0.104403,15
val,443,walk,SA1_macroF1,SA1_sat,lenet,0.623076,fall,True,0.259205,2
val,443,walk,SA1_safety,SA1_sat,lenet,0.418812,fall,True,0.310699,16
val,443,walk,ST1_lowFA,ST1_beta3p0,lenet,0.539895,fall,True,0.157616,2
val,443,walk,ST1_macroF1,ST1_beta3p0,lenet,0.695435,fall,True,0.190872,3
val,443,walk,ST1_safety,ST1_beta3p0,lenet,0.737828,fall,True,0.422517,3
val,443,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.561954,fall,True,0.153511,3
val,443,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.850707,fall,True,0.289528,3
val,443,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.8626,fall,True,0.393386,4
val,450,walk,G1_maxrec_s42,G1_hardneg,lenet,0.499155,fall,True,0.306177,6
val,450,walk,GR1_lowFA,GR1_gairat,lenet,0.411604,fall,True,0.187872,10
val,450,walk,GR1_safety,GR1_gairat,lenet,0.750157,fall,True,0.36618,4
val,450,walk,ST1_safety,ST1_beta3p0,lenet,0.500413,fall,True,0.422517,29
val,450,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.7268,fall,True,0.393386,12
val,451,walk,AFAC_maxscore,AFAC_optionB,lenet,0.353135,fall,True,0.200578,9
val,451,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.220058,fall,True,0.143261,25
val,451,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.316764,fall,True,0.293561,36
val,451,walk,BLF_safety,BiLSTM_finetune,bilstm,0.36543,fall,True,0.227623,6
val,451,walk,D14B_seed43,D14_pauc_rank,lenet,0.312469,fall,True,0.200217,9
val,451,walk,D14B_seed44,D14_pauc_rank,lenet,0.30908,fall,True,0.191555,8
val,451,walk,G1_safety_s44,G1_hardneg,lenet,0.402095,fall,True,0.314376,29
val,451,walk,GR1_lowFA,GR1_gairat,lenet,0.448701,fall,True,0.187872,7
val,451,walk,GR1_macroF1,GR1_gairat,lenet,0.444845,fall,True,0.201419,13
val,451,walk,GR1_safety,GR1_gairat,lenet,0.445549,fall,True,0.36618,23
val,451,walk,ST1_lowFA,ST1_beta3p0,lenet,0.319902,fall,True,0.157616,13
val,451,walk,ST1_macroF1,ST1_beta3p0,lenet,0.544092,fall,True,0.190872,5
val,451,walk,ST1_safety,ST1_beta3p0,lenet,0.679509,fall,True,0.422517,5
val,451,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.292118,fall,True,0.153511,15
val,451,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.807612,fall,True,0.289528,4
val,451,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.8282,fall,True,0.393386,7
val,452,walk,D14B_seed43,D14_pauc_rank,lenet,0.206895,run,True,0.200217,46
val,452,walk,G1_maxrec_s42,G1_hardneg,lenet,0.372532,fall,True,0.306177,15
val,470,walk,AFAC_maxscore,AFAC_optionB,lenet,0.293107,fall,True,0.200578,23
val,470,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.267005,fall,True,0.143261,12
val,470,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.348223,fall,True,0.293561,24
val,470,walk,D14B_seed43,D14_pauc_rank,lenet,0.271453,fall,True,0.200217,23
val,470,walk,D14B_seed44,D14_pauc_rank,lenet,0.265282,fall,True,0.191555,24
val,470,walk,G1_lowFA_s42,G1_hardneg,lenet,0.351073,fall,True,0.144991,13
val,470,walk,G1_maxrec_s42,G1_hardneg,lenet,0.396628,fall,True,0.306177,10
val,470,walk,G1_safety_s44,G1_hardneg,lenet,0.459346,fall,True,0.314376,14
val,470,walk,GR1_lowFA,GR1_gairat,lenet,0.338006,fall,True,0.187872,18
val,470,walk,GR1_macroF1,GR1_gairat,lenet,0.38445,fall,True,0.201419,18
val,470,walk,GR1_safety,GR1_gairat,lenet,0.387451,fall,True,0.36618,40
val,470,walk,SA1_lowFA,SA1_sat,lenet,0.231186,fall,True,0.104403,21
val,470,walk,SA1_macroF1,SA1_sat,lenet,0.39089,fall,True,0.259205,18
val,470,walk,SA1_safety,SA1_sat,lenet,0.377738,fall,True,0.310699,21
val,470,walk,ST1_lowFA,ST1_beta3p0,lenet,0.228258,fall,True,0.157616,28
val,470,walk,ST1_macroF1,ST1_beta3p0,lenet,0.317126,fall,True,0.190872,23
val,470,walk,ST1_safety,ST1_beta3p0,lenet,0.576298,fall,True,0.422517,10
val,470,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.21996,fall,True,0.153511,32
val,470,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.471798,fall,True,0.289528,19
val,470,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.457858,fall,True,0.393386,36
val,472,walk,AFAC_maxscore,AFAC_optionB,lenet,0.201301,fall,True,0.200578,54
val,472,walk,D14B_seed43,D14_pauc_rank,lenet,0.228465,fall,True,0.200217,38
val,472,walk,D14B_seed44,D14_pauc_rank,lenet,0.215785,run,True,0.191555,39
val,472,walk,GR1_safety,GR1_gairat,lenet,0.41278,fall,True,0.36618,27
val,473,walk,AFAC_maxscore,AFAC_optionB,lenet,0.252066,fall,True,0.200578,33
val,473,walk,D14B_seed43,D14_pauc_rank,lenet,0.205902,walk,True,0.200217,50
val,473,walk,D14B_seed44,D14_pauc_rank,lenet,0.212475,fall,True,0.191555,40
val,473,walk,G1_safety_s44,G1_hardneg,lenet,0.434345,fall,True,0.314376,21
val,473,walk,GR1_lowFA,GR1_gairat,lenet,0.3996,fall,True,0.187872,11
val,473,walk,GR1_macroF1,GR1_gairat,lenet,0.434637,fall,True,0.201419,14
val,473,walk,GR1_safety,GR1_gairat,lenet,0.39857,fall,True,0.36618,35
val,473,walk,SA1_macroF1,SA1_sat,lenet,0.278004,fall,True,0.259205,48
val,473,walk,ST1_lowFA,ST1_beta3p0,lenet,0.159277,walk,True,0.157616,47
val,473,walk,ST1_macroF1,ST1_beta3p0,lenet,0.404728,fall,True,0.190872,11
val,473,walk,ST1_safety,ST1_beta3p0,lenet,0.526513,fall,True,0.422517,17
val,473,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.198646,walk,True,0.153511,34
val,473,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.767579,fall,True,0.289528,5
val,473,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.789871,fall,True,0.393386,8
val,476,walk,AFAC_maxscore,AFAC_optionB,lenet,0.356074,fall,True,0.200578,8
val,476,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.256311,fall,True,0.143261,16
val,476,walk,BLF_safety,BiLSTM_finetune,bilstm,0.265412,fall,True,0.227623,42
val,476,walk,D14B_seed43,D14_pauc_rank,lenet,0.322032,fall,True,0.200217,7
val,476,walk,D14B_seed44,D14_pauc_rank,lenet,0.318279,fall,True,0.191555,7
val,476,walk,G1_lowFA_s42,G1_hardneg,lenet,0.23257,walk,True,0.144991,29
val,476,walk,GR1_lowFA,GR1_gairat,lenet,0.228594,walk,True,0.187872,44
val,476,walk,GR1_macroF1,GR1_gairat,lenet,0.375404,fall,True,0.201419,20
val,476,walk,SA1_macroF1,SA1_sat,lenet,0.351099,fall,True,0.259205,26
val,476,walk,SA1_safety,SA1_sat,lenet,0.31561,fall,True,0.310699,51
val,476,walk,ST1_macroF1,ST1_beta3p0,lenet,0.638215,fall,True,0.190872,4
val,476,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.344712,fall,True,0.153511,4
val,476,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.640072,fall,True,0.289528,8
val,484,walk,AFAC_maxscore,AFAC_optionB,lenet,0.210929,fall,True,0.200578,49
val,484,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.154659,stand up,True,0.143261,45
val,484,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.376644,fall,True,0.293561,10
val,484,walk,BLF_safety,BiLSTM_finetune,bilstm,0.284046,fall,True,0.227623,29
val,484,walk,G1_safety_s44,G1_hardneg,lenet,0.362535,fall,True,0.314376,37
val,484,walk,SA1_safety,SA1_sat,lenet,0.328883,fall,True,0.310699,44
val,484,walk,ST1_safety,ST1_beta3p0,lenet,0.568412,fall,True,0.422517,11
val,484,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.25514,fall,True,0.153511,27
val,484,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.292956,fall,True,0.289528,54
